TRINITY_DN4755_c10_g1_i2,XM_029347840.2,85.106,188,27,1,27,214,1771,1957,2.71e-52,210
TRINITY_DN4755_c10_g1_i2,XM_029347839.2,85.106,188,27,1,27,214,1496,1682,2.71e-52,210
TRINITY_DN4755_c10_g1_i2,XM_029347838.2,85.106,188,27,1,27,214,1991,2177,2.71e-52,210
TRINITY_DN4755_c10_g1_i2,XM_020775093.1,81.553,206,37,1,9,214,217,13,1.71e-48,197
TRINITY_DN4755_c10_g1_i2,XM_029355544.2,81.500,200,36,1,15,214,4664,4466,2.54e-46,191
TRINITY_DN4755_c10_g1_i2,XM_029349665.2,80.769,208,34,3,12,214,4174,4380,3.10e-45,187
TRINITY_DN4755_c10_g1_i2,XM_029349664.2,80.769,208,34,3,12,214,4176,4382,3.10e-45,187
TRINITY_DN4755_c10_g1_i2,XM_015911086.1,81.000,200,37,1,15,214,3247,3049,3.10e-45,187
TRINITY_DN4755_c10_g1_i2,XM_020754714.1,80.097,206,40,1,9,214,393,189,3.77e-44,184
TRINITY_DN4755_c10_g1_i2,XM_020775720.1,79.630,216,41,3,9,223,1079,866,1.32e-43,181
TRINITY_DN4755_c10_g1_i2,XM_029323448.2,78.475,223,45,3,1,222,5602,5382,5.60e-42,176
TRINITY_DN4755_c10_g1_i2,XM_015923470.1,79.126,206,41,2,9,214,2828,3031,2.38e-40,171
TRINITY_DN4755_c10_g1_i2,XR_006397663.1,78.605,215,43,3,9,223,904,1115,2.38e-40,170
TRINITY_DN4755_c10_g1_i2,XM_015921676.1,80.328,183,36,0,12,194,4018,4200,8.31e-40,168
TRINITY_DN4755_c10_g1_i2,XM_029334016.2,78.641,206,42,2,9,214,5400,5197,2.90e-39,167
TRINITY_DN4755_c10_g1_i2,XM_044317846.1,77.934,213,45,2,7,218,1844,1633,1.01e-38,166
TRINITY_DN4755_c10_g1_i2,XM_029328760.2,77.934,213,45,2,7,218,1978,1767,1.01e-38,166
TRINITY_DN4755_c10_g1_i2,XM_015915473.1,77.512,209,46,1,7,214,3563,3355,1.23e-37,162
TRINITY_DN4755_c10_g1_i2,XM_044328498.1,77.512,209,46,1,7,214,11046,11254,1.23e-37,162
TRINITY_DN4755_c10_g1_i2,XM_044328497.1,77.512,209,46,1,7,214,11058,11266,1.23e-37,162
TRINITY_DN4755_c10_g1_i2,XM_029342736.2,76.699,206,47,1,9,214,6364,6568,6.39e-35,152
TRINITY_DN4755_c10_g1_i2,XM_029350150.2,76.355,203,48,0,11,213,2090,1888,2.23e-34,150
TRINITY_DN4755_c10_g1_i2,XM_029342371.2,76.077,209,49,1,7,214,1561,1353,7.78e-34,149
TRINITY_DN4755_c10_g1_i2,XM_029342371.2,81.250,48,9,0,167,214,1524,1571,0.007,47.3
TRINITY_DN4755_c10_g1_i2,XM_015904955.1,77.717,184,41,0,25,208,3793,3976,2.72e-33,148
TRINITY_DN4755_c10_g1_i2,XR_001566925.1,77.128,188,43,0,27,214,1723,1910,9.48e-33,146
TRINITY_DN4755_c10_g1_i2,XR_006394473.1,76.596,188,44,0,27,214,3495,3308,1.16e-31,141
TRINITY_DN4755_c10_g1_i2,XM_044314462.1,77.714,175,39,0,25,199,2827,2653,4.03e-31,141
TRINITY_DN4755_c10_g1_i2,XR_001565891.1,80.263,152,30,0,26,177,2449,2298,4.03e-31,140
TRINITY_DN4755_c10_g1_i2,XR_001565890.1,80.263,152,30,0,26,177,2487,2336,4.03e-31,140
TRINITY_DN4755_c10_g1_i2,XR_001565889.1,80.263,152,30,0,26,177,3559,3408,4.03e-31,140
TRINITY_DN4755_c10_g1_i2,XR_001565888.1,80.263,152,30,0,26,177,3562,3411,4.03e-31,140
TRINITY_DN4755_c10_g1_i2,XR_001565887.1,80.263,152,30,0,26,177,3600,3449,4.03e-31,140
TRINITY_DN4755_c10_g1_i2,XM_029357081.2,75.113,221,51,4,7,226,3292,3509,4.91e-30,137
TRINITY_DN4755_c10_g1_i2,XM_029357080.2,75.113,221,51,4,7,226,3660,3877,4.91e-30,137
TRINITY_DN4755_c10_g1_i2,XR_001562155.1,75.789,190,46,0,25,214,1248,1437,4.91e-30,136
TRINITY_DN4755_c10_g1_i2,XR_001562154.1,75.789,190,46,0,25,214,1119,1308,4.91e-30,136
TRINITY_DN4755_c10_g1_i2,XM_015900472.1,76.000,200,37,5,27,221,2040,2233,5.98e-29,132
TRINITY_DN4755_c10_g1_i2,XM_029343122.2,75.956,183,44,0,32,214,1266,1448,5.98e-29,132
TRINITY_DN4755_c10_g1_i2,XM_029343121.2,75.956,183,44,0,32,214,1324,1506,5.98e-29,132
TRINITY_DN4755_c10_g1_i2,XR_006395512.1,82.812,128,22,0,11,138,394,521,5.98e-29,132
TRINITY_DN4755_c10_g1_i2,XR_006395511.1,82.812,128,22,0,11,138,394,521,5.98e-29,132
TRINITY_DN4755_c10_g1_i2,XR_006396082.1,75.263,190,47,0,25,214,685,496,2.09e-28,132
TRINITY_DN4755_c10_g1_i2,XR_006396080.1,75.263,190,47,0,25,214,942,753,2.09e-28,132
TRINITY_DN4755_c10_g1_i2,XM_044319788.1,74.163,209,53,1,7,214,8204,8412,2.09e-28,131
TRINITY_DN4755_c10_g1_i2,XM_044319788.1,81.250,48,9,0,167,214,8241,8194,0.007,47.3
TRINITY_DN4755_c10_g1_i2,XM_044319787.1,74.163,209,53,1,7,214,8094,8302,2.09e-28,131
TRINITY_DN4755_c10_g1_i2,XM_044319787.1,81.250,48,9,0,167,214,8131,8084,0.007,47.3
TRINITY_DN4755_c10_g1_i2,XM_044319786.1,74.163,209,53,1,7,214,8207,8415,2.09e-28,131
